Date,Temperature_C,pH,Dissolved_Oxygen_mgL,Conductivity_uS_cm,Turbidity_NTU,TDS_mgL,Ammonia_mgL,Nitrates_mgL,Phosphates_mgL
2023-12-14,20.3,7.6,10.5,535.4,2.5,355.7,0.1,0.76,0.04
2023-12-17,20.0,7.2,10.8,472.9,5.2,290.7,0.1,0.79,0.13
2023-12-20,20.3,7.5,10.8,457.3,3.1,306.4,0.05,3.31,0.08
2023-12-23,20.0,7.4,11.0,447.8,3.2,286.1,0.11,1.0,0.02
2023-12-26,20.7,7.6,10.9,356.4,7.4,230.3,0.05,1.77,0.02
2023-12-29,20.0,7.6,11.0,515.6,14.1,344.4,0.13,1.45,0.06
2024-01-01,20.0,7.4,11.0,417.5,4.6,274.4,0.12,0.84,0.05
2024-01-04,20.0,7.4,11.0,480.6,3.2,321.4,0.23,1.56,0.05
2024-01-07,20.0,7.5,11.0,374.1,7.2,239.5,0.14,1.57,0.04
2024-01-10,20.0,7.4,11.0,379.0,12.2,248.7,0.09,1.4,0.24
2024-01-13,20.0,7.6,11.0,532.6,8.9,336.2,0.12,0.6,0.04
2024-01-16,20.9,7.4,10.6,434.7,12.2,281.7,0.17,4.0,0.05
2024-01-19,21.0,7.1,10.0,524.6,5.8,343.1,0.06,1.01,0.05
2024-01-22,20.8,7.4,10.7,446.0,9.0,299.6,0.15,1.52,0.03
2024-01-25,20.0,7.3,11.0,352.7,2.8,202.7,0.3,2.67,0.03
2024-01-28,20.8,7.3,11.0,496.8,4.1,325.3,0.09,1.05,0.15
2024-01-31,21.0,7.3,11.0,425.3,4.5,288.1,0.15,1.99,0.12
2024-02-03,20.2,7.5,11.0,467.5,5.6,298.1,0.22,4.0,0.03
2024-02-06,22.6,7.7,10.3,445.9,15.2,282.1,0.12,0.94,0.12
2024-02-09,22.3,7.5,10.4,370.3,12.4,252.1,0.18,1.02,0.03
2024-02-12,21.7,7.4,10.4,460.8,2.7,300.7,0.09,2.86,0.07
2024-02-15,22.2,7.6,10.3,571.7,2.9,357.8,0.09,0.67,0.02
2024-02-18,22.6,7.4,10.5,466.9,122.3,293.9,0.16,0.53,0.13
2024-02-21,21.1,7.4,11.0,442.1,3.7,276.2,0.17,2.9,0.02
2024-02-24,22.8,7.3,10.2,498.6,6.8,333.1,0.33,2.22,0.06
2024-02-27,22.8,7.2,10.1,452.5,13.7,292.9,0.08,4.0,0.1
2024-03-01,22.9,7.4,10.2,457.0,18.4,300.7,0.11,0.56,0.03
2024-03-04,23.8,7.5,10.2,403.1,7.3,278.2,0.08,0.67,0.05
2024-03-07,25.8,7.5,9.0,451.2,11.1,287.0,0.06,0.61,0.02
2024-03-10,25.2,7.4,8.9,506.1,5.7,341.8,0.1,1.65,0.08
2024-03-13,24.6,7.4,9.6,391.2,3.2,259.0,0.1,1.43,0.04
2024-03-16,25.9,7.6,9.1,515.6,5.7,332.7,0.08,0.95,0.06
2024-03-19,26.9,7.3,9.0,442.1,6.0,290.7,0.09,0.56,0.15
2024-03-22,26.9,7.6,9.1,422.4,8.8,251.2,0.09,1.52,0.04
2024-03-25,26.6,7.3,9.1,497.1,3.2,296.5,0.5,1.34,0.02
2024-03-28,26.4,7.4,9.7,413.6,4.3,261.1,0.2,0.62,0.08
2024-03-31,27.9,7.3,9.0,468.0,4.3,310.4,0.06,2.9,0.1
2024-04-03,28.0,7.4,8.9,435.8,18.0,272.5,0.26,0.72,0.18
2024-04-06,28.8,7.6,8.8,453.1,4.9,283.2,0.15,1.86,0.03
2024-04-09,29.0,7.6,8.3,478.4,9.0,310.5,0.27,2.66,0.04
2024-04-12,29.7,7.6,8.7,466.2,8.9,307.4,0.09,1.37,0.11
2024-04-15,28.8,7.6,8.6,361.8,3.5,235.1,0.11,0.78,0.1
2024-04-18,30.7,7.3,8.4,388.5,6.2,242.9,0.28,0.87,0.07
2024-04-21,30.1,7.5,8.0,505.4,13.2,325.2,0.08,2.67,0.04
2024-04-24,32.0,7.4,7.3,427.1,5.2,258.4,0.3,0.85,0.04
2024-04-27,30.2,7.7,8.5,414.8,16.5,266.8,0.23,1.87,0.03
2024-04-30,32.4,7.3,7.8,364.0,3.2,248.6,0.44,4.0,0.15
2024-05-03,31.5,7.6,7.7,393.3,2.4,251.6,0.09,4.0,0.03
2024-05-06,31.2,7.6,7.8,348.4,13.1,221.6,0.08,1.26,0.06
2024-05-09,31.6,7.8,8.2,446.1,11.4,283.6,0.09,2.25,0.06
2024-05-12,32.1,7.4,7.4,420.7,26.5,251.9,0.36,4.0,0.04
2024-05-15,33.0,7.6,8.0,392.4,7.7,252.3,0.09,0.97,0.04
2024-05-18,33.3,7.8,7.2,444.7,15.8,284.5,0.13,0.79,0.08
2024-05-21,32.7,7.4,7.8,453.2,10.8,292.8,0.1,0.62,0.04
2024-05-24,33.4,7.3,7.3,568.3,11.3,353.2,0.1,0.65,0.03
2024-05-27,35.0,7.2,7.2,371.4,6.2,235.2,0.07,2.42,0.05
2024-05-30,35.0,7.6,7.0,503.1,4.4,314.9,0.13,1.39,0.1
2024-06-02,34.4,7.2,7.1,514.5,15.6,323.9,0.24,2.57,0.19
2024-06-05,34.3,7.4,7.2,398.6,4.8,253.7,0.06,2.06,0.07
2024-06-08,34.5,7.6,7.0,448.9,5.9,307.5,0.27,1.62,0.1
2024-06-11,35.0,7.5,7.2,416.2,5.0,270.0,0.16,1.44,0.06
2024-06-14,33.8,7.6,7.2,458.6,6.2,301.6,0.15,0.55,0.07
2024-06-17,34.6,7.5,7.0,529.8,5.2,340.4,0.15,2.56,0.24
2024-06-20,33.5,7.7,7.1,487.7,2.2,299.7,0.09,1.04,0.05
2024-06-23,35.0,7.4,7.0,501.2,12.7,327.8,0.1,1.32,0.02
2024-06-26,35.0,7.4,7.0,406.0,4.9,277.2,0.21,0.52,0.18
2024-06-29,34.6,7.4,7.8,381.9,6.4,240.7,0.09,3.25,0.1
2024-07-02,35.0,7.6,7.2,434.0,2.7,298.7,0.11,2.83,0.05
2024-07-05,34.0,7.6,7.3,504.5,2.0,311.7,0.05,1.28,0.22
2024-07-08,33.8,7.6,7.2,367.4,3.4,229.5,0.18,1.36,0.04
2024-07-11,35.0,7.7,7.0,388.2,8.1,260.7,0.1,1.72,0.04
2024-07-14,35.0,7.3,7.2,473.2,2.5,302.6,0.12,0.81,0.07
2024-07-17,35.0,7.8,7.0,409.2,14.0,272.9,0.06,0.75,0.04
2024-07-20,34.3,7.7,7.5,410.6,3.2,264.2,0.5,1.62,0.08
2024-07-23,35.0,7.6,7.2,442.3,3.1,284.3,0.09,0.61,0.03
2024-07-26,34.3,7.8,7.4,366.6,3.0,219.8,0.15,1.11,0.03
2024-07-29,34.0,7.3,7.4,388.0,2.1,230.3,0.14,1.18,0.06
2024-08-01,34.7,7.4,7.1,463.4,9.4,301.3,0.2,0.98,0.06
2024-08-04,34.3,7.4,7.4,377.6,12.4,258.2,0.08,0.7,0.03
2024-08-07,32.3,7.6,7.9,371.7,6.8,239.2,0.19,0.94,0.19
2024-08-10,34.5,7.3,7.0,419.5,3.0,272.5,0.1,0.91,0.06
2024-08-13,34.2,7.6,7.0,488.1,3.7,311.5,0.1,1.19,0.03
2024-08-16,32.3,7.7,7.7,426.0,5.2,281.0,0.16,1.62,0.04
2024-08-19,32.9,7.6,8.0,434.8,17.4,258.9,0.2,3.95,0.1
2024-08-22,32.7,7.5,7.3,454.6,3.4,293.3,0.16,0.66,0.06
2024-08-25,32.2,7.4,7.3,370.0,8.6,235.1,0.28,2.56,0.03
2024-08-28,31.2,7.4,8.1,455.8,4.9,297.3,0.08,0.83,0.03
2024-08-31,30.8,7.7,8.1,472.3,3.8,330.7,0.28,1.39,0.05
2024-09-03,30.9,7.6,8.1,417.7,85.5,266.4,0.06,1.29,0.04
2024-09-06,31.6,7.5,8.0,496.3,2.4,316.1,0.16,1.31,0.07
2024-09-09,30.7,7.4,8.1,399.0,10.0,258.9,0.13,1.79,0.15
2024-09-12,29.6,7.2,8.9,507.3,3.4,336.2,0.12,0.98,0.03
2024-09-15,30.1,7.3,7.8,449.2,8.5,282.2,0.09,0.88,0.12
2024-09-18,26.9,7.8,8.9,433.2,2.4,273.6,0.12,2.42,0.15
2024-09-21,29.7,7.3,8.4,433.7,17.5,287.4,0.07,0.75,0.14
2024-09-24,27.0,7.5,8.6,456.1,3.1,295.4,0.1,0.7,0.17
2024-09-27,27.7,7.7,8.9,509.0,12.7,326.3,0.06,0.52,0.11
2024-09-30,26.7,7.3,9.7,407.4,10.3,271.2,0.13,0.74,0.07
2024-10-03,26.2,7.5,9.4,406.6,19.2,272.3,0.06,1.23,0.05
2024-10-06,27.8,7.6,9.0,496.6,5.2,341.3,0.07,1.27,0.05
2024-10-09,26.1,7.5,9.0,412.6,8.5,270.9,0.06,0.79,0.12
2024-10-12,26.4,7.9,9.1,503.8,4.3,319.7,0.1,0.58,0.04
2024-10-15,25.7,7.2,9.4,527.9,3.0,350.9,0.23,1.87,0.03
2024-10-18,25.7,7.7,9.4,436.4,4.9,277.2,0.29,1.92,0.03
2024-10-21,25.0,7.5,10.0,480.2,2.9,318.4,0.06,4.0,0.11
2024-10-24,23.6,7.6,10.2,372.6,22.1,232.8,0.15,2.8,0.09
2024-10-27,25.0,7.6,9.3,482.0,2.5,319.4,0.17,3.1,0.05
2024-10-30,23.5,7.4,10.1,448.2,6.4,292.0,0.13,2.1,0.04
2024-11-02,22.3,7.5,10.5,474.0,6.9,316.3,0.16,1.46,0.08
2024-11-05,22.9,7.2,10.6,405.8,107.4,267.3,0.08,0.64,0.02
2024-11-08,24.1,7.6,10.4,376.2,7.4,242.6,0.12,1.47,0.06
2024-11-11,23.3,7.5,9.8,474.3,2.6,318.5,0.1,0.56,0.05
2024-11-14,22.1,7.6,10.2,345.1,6.0,227.1,0.06,2.67,0.21
2024-11-17,21.8,7.7,10.1,440.7,3.7,289.0,0.15,1.16,0.06
2024-11-20,21.6,7.6,10.5,506.7,16.1,326.6,0.12,1.7,0.06
2024-11-23,23.2,7.5,10.3,459.4,9.2,297.1,0.08,0.55,0.08
2024-11-26,21.6,7.4,10.9,539.7,20.0,351.7,0.11,1.26,0.05
2024-11-29,21.5,7.4,10.6,483.5,2.2,304.9,0.2,0.86,0.03
